,Emoji,Emoji Sentiment,PA sentiment,PA polarity,PA subjectivity
3913,,,neutral,0.0,0.0
3914,,,neutral,0.0,0.5
3915,,,neutral,0.0,0.0
3916,,,positive,0.03333333333333333,0.06666666666666667
3917,,,neutral,0.0,0.0
3918,,,neutral,0.0,0.0
3919,,,neutral,0.0,0.0
3920,,,neutral,0.0,0.0
3921,,,neutral,0.0,0.0
3922,,,neutral,0.0,0.0
3923,,,neutral,0.0,0.125
3924,,,positive,0.05000000000000002,0.5
3925,,,neutral,0.0,0.0
3926,,,neutral,0.0,0.3125
3927,,,positive,0.3666666666666667,0.7000000000000001
3928,,,positive,0.31785714285714284,0.6071428571428571
3929,,,positive,0.12222222222222223,0.3666666666666667
3930,,,neutral,0.0,0.0
3931,,,negative,-0.1,0.2
3932,,,positive,0.2888888888888889,0.6666666666666666
3933,,,positive,0.5,0.5
3934,,,positive,0.05000000000000002,0.5
3935,,,negative,-0.15,0.5666666666666667
3936,,,negative,-0.2,0.34833333333333333
3937,,,neutral,0.0,0.5
3938,,,positive,0.3666666666666667,0.7000000000000001
3939,,,neutral,0.0,0.0
3940,,,positive,0.1,0.1
3941,,,positive,0.25,0.25
3942,,,neutral,0.0,0.4625
3943,,,neutral,0.0,1.0
3944,,,positive,0.25,0.25
3945,,,positive,0.2333333333333333,0.27499999999999997
3946,,,positive,0.3340909090909091,0.7761363636363636
3947,,,positive,0.21666666666666667,0.75
3948,,,neutral,0.0,0.0
3949,,,neutral,0.0,0.0
3950,,,positive,0.4,0.6
3951,,,neutral,0.0,0.0
3952,,,positive,0.2,0.3
3953,,,neutral,0.0,0.625
3954,,,neutral,0.0,0.125
3955,,,neutral,0.0,0.0
3956,,,positive,0.10476190476190476,0.23690476190476192
3957,,,positive,0.3433333333333333,0.5400000000000001
3958,,,neutral,0.0,0.0
3959,,,positive,0.19999999999999998,0.26666666666666666
3960,,,negative,-0.021428571428571408,0.6178571428571429
3961,,,neutral,0.0,0.0
3962,,,neutral,0.0,0.0
3963,,,positive,0.43333333333333335,0.5833333333333334
3964,,,positive,0.3666666666666667,0.7000000000000001
3965,,,positive,0.03125,0.75
3966,,,positive,0.12222222222222222,0.34861111111111115
3967,,,positive,0.15,0.4
3968,,,neutral,0.0,0.0
3969,,,neutral,0.0,0.0
3970,,,positive,0.26666666666666666,0.25
3971,,,positive,0.3,0.8
3972,,,positive,0.08333333333333334,0.5
3973,,,positive,0.5,0.9
3974,,,positive,0.5333333333333333,0.4166666666666667
3975,,,positive,0.24545454545454545,0.5848484848484848
3976,,,positive,0.5,0.9
3977,,,neutral,0.0,0.0
3978,,,neutral,0.0,0.0
3979,,,neutral,0.0,0.6666666666666666
3980,,,neutral,0.0,0.0
3981,,,neutral,0.0,0.0
3982,,,positive,0.175,0.65625
3983,,,positive,0.06818181818181818,0.22727272727272727
3984,,,neutral,0.0,0.0
3985,,,neutral,0.0,0.0
3986,,,positive,0.2,0.4
3987,,,negative,-0.5,0.29999999999999993
3988,,,positive,0.3152777777777778,0.6458333333333334
3989,,,neutral,0.0,0.0
3990,,,positive,0.225,0.3375
3991,,,neutral,0.0,0.0625
3992,,,neutral,0.0,0.0
3993,,,positive,0.18333333333333332,0.30833333333333335
3994,,,positive,0.25684523809523807,0.7464285714285714
3995,,,positive,0.125,0.5416666666666666
3996,,,neutral,0.0,0.0
3997,,,neutral,0.0,0.0
3998,,,neutral,0.0,0.0
3999,,,positive,0.5,0.5
4000,,,neutral,0.0,0.0
4001,,,positive,0.2125,0.4375
4002,,,negative,-0.043750000000000004,0.5187499999999999
4003,,,positive,0.12000000000000002,0.25999999999999995
4004,,,negative,-0.03295454545454546,0.3443181818181818
4005,,,positive,0.1,0.65
4006,,,positive,0.8,0.75
4007,,,positive,0.125,0.16666666666666666
4008,,,neutral,0.0,0.0
4009,,,positive,0.6,0.7083333333333334
4010,,,neutral,0.0,0.0
4011,,,neutral,0.0,0.0
4012,,,negative,-0.25,0.4
4013,,,positive,0.1625,0.5
4014,,,positive,0.16767676767676767,0.4000000000000001
4015,,,positive,0.16666666666666666,0.358974358974359
4016,,,positive,0.05000000000000001,0.19166666666666665
4017,,,negative,-0.24,0.6050000000000001
4018,,,negative,-0.0625,0.5625
4019,,,negative,-0.024,0.5
4020,,,positive,0.12222222222222223,0.3166666666666667
4021,,,positive,0.17142857142857143,0.4839285714285714
4022,,,negative,-0.08333333333333333,0.5833333333333334
4023,,,neutral,0.0,0.0
4024,,,neutral,0.0,0.625
4025,,,positive,0.2125,0.4
4026,,,positive,0.2916666666666667,0.5833333333333334
4027,,,positive,0.21875,0.8625
4028,,,positive,0.13636363636363635,0.5
4029,,,positive,0.25,0.75
4030,,,positive,0.05619047619047618,0.5104761904761904
4031,,,positive,0.6,0.55
4032,,,neutral,0.0,0.0
4033,,,negative,-0.2,0.3
4034,,,negative,-0.2,0.3
4035,,,neutral,0.0,0.1
4036,,,neutral,0.0,0.1
4037,,,positive,0.13636363636363635,0.5
4038,,,positive,0.3666666666666667,0.7000000000000001
4039,,,neutral,0.0,0.8
4040,,,negative,-0.2,0.3
4041,,,positive,0.21666666666666667,0.55
4042,,,neutral,0.0,0.0
4043,,,negative,-0.2106060606060606,0.5257575757575758
4044,,,negative,-0.2,0.3
4045,,,negative,-0.2,0.3
4046,,,positive,0.3410714285714286,0.4482142857142857
4047,,,neutral,0.0,0.0
4048,,,positive,0.275,0.5575
4049,,,positive,0.5,0.5
4050,,,positive,0.16944444444444443,0.5805555555555556
4051,,,positive,0.24166666666666664,0.4895833333333333
4052,,,neutral,0.0,0.18888888888888888
4053,,,negative,-0.2,0.3
4054,,,neutral,0.0,0.0
4055,,,positive,0.43333333333333335,0.5416666666666666
4056,,,negative,-0.04444444444444443,0.407936507936508
4057,,,positive,0.5,0.5
4058,,,negative,-0.06666666666666667,0.3
4059,,,positive,0.3333333333333333,0.6666666666666666
4060,,,positive,0.8,0.75
4061,,,positive,0.5666666666666667,0.7375
4062,,,positive,0.5666666666666667,0.7375
4063,,,positive,0.20833333333333334,0.26666666666666666
4064,,,neutral,0.0,0.5
4065,,,negative,-0.19444444444444445,0.4666666666666667
4066,,,neutral,0.0,0.0
4067,,,positive,0.35,0.35
4068,,,neutral,0.0,0.625
4069,,,positive,0.5,0.5
4070,,,positive,0.25284090909090906,0.42613636363636365
4071,,,negative,-0.03787878787878788,0.3181818181818182
4072,,,positive,0.13636363636363635,0.45454545454545453
4073,,,positive,0.2539393939393939,0.6442424242424242
4074,,,neutral,0.0,0.0
4075,,,neutral,0.0,0.65
4076,,,neutral,0.0,0.0
4077,,,negative,-0.4,0.55
4078,,,positive,0.19034090909090906,0.5011363636363636
4079,,,positive,0.35,0.35
4080,,,negative,-0.08333333333333333,0.08333333333333333
4081,,,negative,-0.4000000000000001,0.6
4082,,,negative,-0.2,0.3
4083,,,positive,0.26666666666666666,0.45
4084,,,neutral,0.0,0.4
4085,,,positive,0.4583333333333333,0.625
4086,,,positive,0.18,0.6
4087,,,neutral,0.0,0.0
4088,,,negative,-0.015268065268065274,0.24568764568764567
4089,,,positive,0.03333333333333333,0.11666666666666665
4090,,,negative,-0.04999999999999999,0.65
4091,,,positive,0.0625,0.5
4092,,,positive,0.12083333333333333,0.43333333333333335
4093,,,positive,0.12083333333333333,0.43333333333333335
4094,,,neutral,0.0,0.0
4095,,,positive,0.3372727272727273,0.4009090909090909
4096,,,neutral,0.0,0.2
4097,,,positive,0.042857142857142844,0.3678571428571429
4098,,,positive,0.078125,0.5
4099,,,positive,0.21717171717171715,0.3757575757575758
4100,,,positive,0.5111111111111112,0.5888888888888889
4101,,,positive,0.05000000000000002,0.5
4102,,,positive,0.3666666666666667,0.7000000000000001
4103,,,positive,0.25,1.0
4104,,,neutral,0.0,0.0
4105,,,neutral,0.0,0.0
4106,,,positive,0.3875,0.4375
4107,,,positive,0.36818181818181817,0.7272727272727273
4108,,,positive,0.09166666666666667,0.25
4109,,,neutral,0.0,0.0
4110,,,positive,0.04583333333333333,0.4966666666666666
4111,,,positive,0.08125,0.25
4112,,,positive,0.16666666666666666,0.5416666666666666
4113,,,neutral,0.0,0.0
4114,,,positive,0.25,0.45
4115,,,positive,0.0003571428571428559,0.5567857142857143
4116,,,negative,-0.10833333333333334,0.3333333333333333
4117,,,positive,0.35,0.35
4118,,,positive,0.5,0.5
4119,,,positive,0.3972727272727273,0.6075757575757575
4120,,,positive,0.06666666666666667,0.44166666666666665
4121,,,positive,0.18333333333333335,0.38333333333333336
4122,,,neutral,0.0,0.0
4123,,,positive,0.325,0.34375
4124,,,positive,0.1375,0.5375
4125,,,positive,0.0888888888888889,0.5
4126,,,positive,0.8,0.75
4127,,,positive,0.27314814814814814,0.47962962962962963
4128,,,negative,-0.5,1.0
4129,,,neutral,0.0,0.0
4130,,,positive,0.038333333333333344,0.52
4131,,,neutral,0.0,0.6
4132,,,neutral,0.0,0.0
4133,,,positive,0.36224489795918363,0.6479591836734694
4134,,,neutral,0.0,0.5625
4135,,,negative,-0.3,0.5
4136,,,neutral,0.0,0.0
4137,,,neutral,0.0,0.0
4138,,,positive,0.3,0.44166666666666665
4139,,,positive,0.1590909090909091,0.4386363636363636
4140,,,neutral,0.0,0.0
4141,,,neutral,0.0,0.14722222222222223
4142,,,neutral,0.0,0.0
4143,,,neutral,0.0,0.0
4144,,,neutral,0.0,0.8
4145,,,positive,0.024999999999999994,0.525
4146,,,neutral,0.0,0.0
4147,,,neutral,0.0,0.0
4148,,,negative,-0.049999999999999996,0.26666666666666666
4149,,,neutral,0.0,0.0
4150,,,positive,0.09714285714285714,0.35857142857142854
4151,,,positive,0.125,0.125
4152,,,neutral,0.0,0.0
4153,,,neutral,0.0,0.0
4154,,,neutral,0.0,0.0
4155,,,positive,0.3,0.45
4156,,,positive,0.16666666666666669,0.5
4157,,,neutral,0.0,1.0
4158,,,neutral,0.0,0.125
4159,,,neutral,0.0,0.0
4160,,,negative,-0.1,0.2
4161,,,negative,-0.1,0.1
4162,,,neutral,0.0,1.0
4163,,,positive,0.125,0.16666666666666666
4164,,,positive,0.23750000000000002,0.675
4165,,,neutral,0.0,1.0
4166,,,positive,0.3419642857142857,0.6107142857142858
4167,,,neutral,0.0,0.30000000000000004
4168,,,neutral,0.0,0.6
4169,,,positive,0.125,0.16666666666666666
4170,,,neutral,0.0,0.0
4171,,,neutral,0.0,0.0
4172,,,positive,0.11363636363636363,0.2727272727272727
4173,,,neutral,0.0,0.0
4174,,,neutral,0.0,0.0
4175,,,positive,0.3666666666666667,0.7000000000000001
4176,,,positive,0.10666666666666666,0.11333333333333333
4177,,,neutral,0.0,0.0
4178,,,positive,0.16666666666666666,0.20833333333333334
4179,,,positive,0.5,0.5
4180,,,neutral,0.0,0.0
4181,,,positive,0.1787878787878788,0.48484848484848486
4182,,,negative,-0.041666666666666664,0.15833333333333333
4183,,,neutral,0.0,0.0
4184,,,positive,0.16666666666666666,0.375
4185,,,neutral,0.0,1.0
4186,,,neutral,0.0,0.0
4187,,,neutral,0.0,0.5
4188,,,positive,0.5,0.5
4189,,,neutral,0.0,0.0
4190,,,neutral,0.0,0.3333333333333333
4191,,,negative,-0.2,0.3
4192,,,positive,0.5,0.5
4193,,,positive,0.2333333333333333,0.5166666666666667
4194,,,positive,0.11666666666666665,0.35000000000000003
4195,,,positive,0.0625,0.5
4196,,,neutral,0.0,0.0
4197,,,negative,-0.0625,0.4375
4198,,,positive,0.13636363636363635,0.45454545454545453
4199,,,positive,0.8,0.9
4200,,,neutral,0.0,0.1
4201,,,positive,0.26666666666666666,0.5333333333333333
4202,,,neutral,0.0,0.0
4203,,,neutral,0.0,0.0
4204,,,neutral,0.0,0.0
4205,,,positive,0.125,0.175
4206,,,neutral,0.0,0.0
4207,,,positive,0.16666666666666666,0.3333333333333333
4208,,,positive,0.24545454545454545,0.44595959595959594
4209,,,neutral,0.0,0.0
4210,,,negative,-0.3125,0.6875
4211,,,neutral,0.0,0.0
4212,,,positive,0.1255050505050505,0.4340909090909091
4213,,,neutral,0.0,0.0
4214,,,neutral,0.0,0.0
4215,,,neutral,0.0,0.0
4216,,,positive,0.11666666666666665,0.4166666666666667
4217,,,neutral,0.0,0.16666666666666666
4218,,,positive,0.6,0.9
4219,,,neutral,0.0,0.4
4220,,,positive,0.2,0.75
4221,,,positive,0.1,0.1
4222,,,positive,0.4285714285714286,0.6357142857142857
4223,,,positive,0.35,0.45
4224,,,neutral,0.0,0.5
4225,,,negative,-0.2133333333333333,0.8316666666666667
4226,,,positive,0.13636363636363635,0.5
4227,,,positive,0.3333333333333333,0.8333333333333334
4228,,,neutral,0.0,0.6
4229,,,negative,-0.03333333333333333,0.3736111111111111
4230,,,positive,0.3666666666666667,0.7000000000000001
4231,,,positive,0.45,0.75
4232,,,negative,-0.26666666666666666,0.3333333333333333
4233,,,positive,0.25,0.25
4234,,,positive,0.26999999999999996,0.31
4235,,,positive,0.4666666666666666,0.5
4236,,,positive,0.10227272727272725,0.3333333333333333
4237,,,negative,-0.08333333333333333,0.35000000000000003
4238,,,negative,-0.012500000000000011,0.3
4239,,,negative,-0.017857142857142856,0.1682142857142857
4240,,,neutral,0.0,0.0
4241,,,positive,0.08484848484848484,0.2606060606060606
4242,,,neutral,0.0,0.0
4243,,,neutral,0.0,0.0
4244,,,positive,0.06818181818181818,0.2772727272727273
4245,,,positive,0.04545454545454545,0.15151515151515152
4246,,,positive,0.19999999999999998,0.4666666666666666
4247,,,positive,0.43011363636363636,0.6886363636363637
4248,,,neutral,0.0,0.0
4249,,,neutral,0.0,0.55
4250,,,positive,0.5,0.5
4251,,,positive,0.3080357142857143,0.6116071428571428
4252,,,neutral,0.0,0.0
4253,,,negative,-0.5,0.35
4254,,,positive,0.35,0.55
4255,,,positive,0.46875,0.4125
4256,,,positive,0.19318181818181818,0.3522727272727273
4257,,,neutral,0.0,0.0
4258,,,positive,0.09805194805194806,0.4411255411255412
4259,,,positive,0.1,0.4
4260,,,positive,0.15625,0.31666666666666665
4261,,,neutral,0.0,0.0
4262,,,positive,0.2551136363636364,0.3875
4263,,,neutral,0.0,0.0
4264,,,positive,0.21904761904761905,0.6285714285714286
4265,,,neutral,0.0,0.8
4266,,,neutral,0.0,0.8
4267,,,positive,0.5,0.5
4268,,,neutral,0.0,0.0
4269,,,neutral,0.0,0.5
4270,,,positive,0.4,0.625
4271,,,neutral,0.0,0.0
4272,,,negative,-0.25,0.25
4273,,,positive,0.07916666666666668,0.28666666666666674
4274,,,positive,0.5,0.5
4275,,,positive,0.25,0.75
4276,,,neutral,0.0,0.0
4277,,,neutral,0.0,0.3333333333333333
4278,,,neutral,0.0,0.0
4279,,,neutral,0.0,0.5
4280,,,neutral,0.0,0.1
4281,,,neutral,0.0,0.0
4282,,,neutral,0.0,0.0
4283,,,neutral,0.0,0.125
4284,,,negative,-0.2,0.3
4285,,,positive,0.13636363636363635,0.45454545454545453
4286,,,positive,0.75,0.75
4287,,,neutral,0.0,0.3666666666666667
4288,,,neutral,0.0,0.0
4289,,,positive,0.16666666666666666,0.16666666666666666
4290,,,positive,0.5666666666666667,0.7375
4291,,,positive,0.5,0.5
4292,,,negative,-0.01190476190476191,0.3095238095238095
4293,,,positive,0.6666666666666666,0.43333333333333335
4294,,,positive,0.07500000000000001,0.475
4295,,,positive,0.275,0.525
4296,,,positive,0.13333333333333333,0.6333333333333333
4297,,,positive,0.5,0.5
4298,,,neutral,0.0,0.0
4299,,,neutral,0.0,0.5166666666666667
4300,,,neutral,0.0,0.0
4301,,,neutral,0.0,0.0
4302,,,negative,-0.03409090909090909,0.7272727272727273
4303,,,neutral,0.0,0.0
4304,,,neutral,0.0,0.125
4305,,,neutral,0.0,0.0
4306,,,positive,0.16818181818181818,0.45
4307,,,neutral,0.0,0.0
4308,,,neutral,0.0,0.0
4309,,,neutral,0.0,0.0
4310,,,neutral,0.0,0.0
4311,,,neutral,0.0,0.0
4312,,,negative,-0.05,0.1
4313,,,positive,0.15000000000000002,0.23750000000000002
4314,,,neutral,0.0,0.0
4315,,,positive,0.13333333333333333,0.6333333333333333
4316,,,neutral,0.0,1.0
4317,,,positive,0.14444444444444443,0.5777777777777778
4318,,,neutral,0.0,0.0
4319,,,neutral,0.0,0.0
4320,,,neutral,0.0,0.0
4321,,,positive,0.3,0.8
4322,,,negative,-0.1125,0.15000000000000002
4323,,,negative,-0.2,0.4
4324,,,positive,0.3333333333333333,0.4166666666666667
4325,,,neutral,0.0,0.0
4326,,,negative,-0.04242424242424244,0.5363636363636364
4327,,,neutral,0.0,1.0
4328,,,neutral,0.0,0.0
4329,,,neutral,0.0,0.1
4330,,,positive,0.3666666666666667,0.7000000000000001
4331,,,neutral,0.0,0.0
4332,,,neutral,0.0,0.0
4333,,,neutral,0.0,0.0
4334,,,neutral,0.0,1.0
4335,,,negative,-0.1,0.4
4336,,,neutral,0.0,0.0
4337,,,positive,0.06818181818181818,0.375
4338,,,neutral,0.0,0.0
4339,,,positive,0.25,0.4166666666666667
4340,,,neutral,0.0,0.0
4341,,,positive,0.11212121212121212,0.48484848484848486
4342,,,neutral,0.0,0.0
4343,,,neutral,0.0,1.0
4344,,,neutral,0.0,0.0
4345,,,positive,0.125,0.5833333333333334
4346,,,positive,0.26666666666666666,0.5
4347,,,neutral,0.0,0.0
4348,,,positive,0.011666666666666676,0.33333333333333337
4349,,,positive,0.26875000000000004,0.50625
4350,,,neutral,0.0,0.0
4351,,,neutral,0.0,0.0
4352,,,negative,-0.2,0.3
4353,,,positive,0.18333333333333335,0.75
4354,,,positive,0.31,0.34
4355,,,neutral,0.0,0.0
4356,,,neutral,0.0,0.0
4357,,,neutral,0.0,0.0
4358,,,neutral,0.0,0.0
4359,,,neutral,0.0,0.0
4360,,,neutral,0.0,0.0
4361,,,neutral,0.0,0.0
4362,,,neutral,0.0,0.0
4363,,,positive,0.16666666666666666,0.27777777777777773
4364,,,neutral,0.0,0.0
4365,,,positive,0.15714285714285717,0.3821428571428571
4366,,,neutral,0.0,0.0
4367,,,positive,0.2333333333333333,0.7333333333333334
4368,,,positive,0.1,0.2
4369,,,neutral,0.0,0.0
4370,,,neutral,0.0,0.0
4371,,,positive,0.125,0.19166666666666665
4372,,,neutral,0.0,0.0
4373,,,neutral,0.0,0.0
4374,,,neutral,0.0,0.0
4375,,,neutral,0.0,0.0
4376,,,negative,-0.2,0.3
4377,,,neutral,0.0,0.0
4378,,,neutral,0.0,0.0
4379,,,neutral,0.0,0.0
4380,,,positive,0.13333333333333336,0.43333333333333335
4381,,,positive,0.45,0.65
4382,,,neutral,0.0,0.0
4383,,,neutral,0.0,0.0
4384,,,neutral,0.0,0.0
4385,,,neutral,0.0,0.0
4386,,,neutral,0.0,0.0
4387,,,neutral,0.0,0.0
4388,,,neutral,0.0,0.0
4389,,,neutral,0.0,0.0
4390,,,neutral,0.0,0.0
4391,,,neutral,0.0,0.0
4392,,,positive,0.125,0.6666666666666666
4393,,,positive,0.05,0.2
4394,,,positive,0.08888888888888889,0.3638888888888889
4395,,,neutral,0.0,0.0
4396,,,positive,0.09333333333333334,0.38
4397,,,positive,0.5,0.5
4398,,,positive,0.06666666666666668,0.3416666666666667
4399,,,neutral,0.0,0.0
4400,,,positive,0.15,0.6375
4401,,,positive,1.0,1.0
4402,,,neutral,0.0,0.5
4403,,,neutral,0.0,0.0
4404,,,positive,0.25,0.375
4405,,,positive,0.29464285714285715,0.6517857142857143
4406,,,positive,0.13636363636363635,0.45454545454545453
4407,,,neutral,0.0,0.0
4408,,,neutral,0.0,0.0
4409,,,neutral,0.0,0.0
4410,,,neutral,0.0,0.05
4411,,,positive,0.0625,0.09999999999999999
4412,,,positive,0.0625,0.09999999999999999
4413,,,positive,0.19090909090909092,0.48279220779220783
4414,,,neutral,0.0,0.0
4415,,,neutral,0.0,0.0
4416,,,positive,0.35,0.5066666666666666
4417,,,positive,0.24500000000000002,0.5
4418,,,positive,0.4041666666666667,0.625
4419,,,negative,-0.16875,0.55
4420,,,neutral,0.0,0.0
4421,,,neutral,0.0,0.0
4422,,,neutral,0.0,0.0
4423,,,neutral,0.0,0.125
4424,,,positive,0.35000000000000003,0.6333333333333333
4425,,,positive,0.43333333333333335,0.5750000000000001
4426,,,positive,0.2888888888888889,0.9
4427,,,negative,-0.125,0.19999999999999998
4428,,,positive,0.06818181818181818,0.3522727272727273
4429,,,positive,0.27777777777777773,0.5333333333333333
4430,,,positive,0.0875,0.13958333333333334
4431,,,neutral,0.0,0.0
4432,,,positive,0.04999999999999996,0.55
4433,,,positive,0.4,0.95
4434,,,neutral,0.0,0.0
4435,,,positive,0.15000000000000002,0.22500000000000003
4436,,,neutral,0.0,0.26666666666666666
4437,,,neutral,0.0,0.0
4438,,,negative,-0.09000000000000002,0.6233333333333334
4439,,,positive,0.35,0.55
4440,,,neutral,0.0,0.0
4441,,,positive,0.2,0.2
4442,,,positive,0.2,0.2
4443,,,neutral,0.0,0.0
4444,,,positive,0.16666666666666666,0.5416666666666666
4445,,,positive,0.125,0.5416666666666666
4446,,,positive,1.0,1.0
4447,,,neutral,0.0,0.0
4448,,,positive,0.16666666666666666,0.5416666666666666
4449,,,positive,0.25684523809523807,0.7464285714285714
4450,,,positive,0.125,0.3333333333333333
4451,,,positive,0.13333333333333333,0.3
4452,,,neutral,0.0,0.125
4453,,,neutral,0.0,0.0
4454,,,positive,0.0953125,0.41458333333333336
4455,,,positive,0.43333333333333335,0.6000000000000001
4456,,,neutral,0.0,0.0
4457,,,negative,-0.1,0.35
4458,,,positive,0.1875,0.4375
4459,,,positive,0.1111111111111111,0.5555555555555555
4460,,,positive,0.5625,0.95
4461,,,neutral,0.0,0.125
4462,,,neutral,0.0,0.0
4463,,,neutral,0.0,0.0
4464,,,neutral,0.0,0.0
4465,,,positive,0.16666666666666666,0.4222222222222222
4466,,,positive,0.061111111111111116,0.42083333333333334
4467,,,positive,0.27678571428571425,0.5601190476190476
4468,,,positive,0.27678571428571425,0.5601190476190476
4469,,,positive,0.06249999999999999,0.39999999999999997
4470,,,positive,0.625,0.9
4471,,,positive,0.27878787878787875,0.4515151515151515
4472,,,positive,0.18333333333333335,0.75
4473,,,positive,0.24166666666666667,0.6125
4474,,,positive,0.1111111111111111,0.45555555555555555
4475,,,neutral,0.0,0.0
4476,,,positive,0.09999999999999998,0.3333333333333333
4477,,,positive,0.25,0.25
4478,,,neutral,0.0,0.0
4479,,,positive,0.125,0.9444444444444444
4480,,,negative,-0.04444444444444443,0.407936507936508
4481,,,neutral,0.0,0.0
4482,,,negative,-0.2,0.3
4483,,,neutral,0.0,0.0
4484,,,negative,-0.1,0.1
4485,,,neutral,0.0,0.5
4486,,,positive,0.0930871212121212,0.616193181818182
4487,,,neutral,0.0,0.0
4488,,,negative,-0.2,0.3
4489,,,neutral,0.0,0.625
4490,,,positive,0.56875,0.875
4491,,,negative,-0.15625,0.375
4492,,,positive,0.5,0.7
4493,,,negative,-0.04444444444444443,0.407936507936508
4494,,,positive,0.1,0.4
4495,,,positive,0.16666666666666666,0.3333333333333333
4496,,,positive,0.43333333333333335,0.43333333333333335
4497,,,neutral,0.0,0.0
4498,,,positive,0.24722222222222223,0.3583333333333334
4499,,,neutral,0.0,0.03333333333333333
4500,,,neutral,0.0,0.0
4501,,,positive,0.04166666666666667,0.6416666666666666
4502,,,positive,0.5,0.5
4503,,,negative,-0.0625,0.1875
4504,,,neutral,0.0,0.0
4505,,,positive,0.19999999999999998,0.5666666666666667
4506,,,neutral,0.0,0.0
4507,,,neutral,0.0,0.2
4508,,,negative,-0.05,0.30000000000000004
4509,,,positive,0.18333333333333335,0.47500000000000003
4510,,,neutral,0.0,0.0
4511,,,positive,0.10519480519480519,0.5256493506493507
4512,,,positive,0.43333333333333335,0.6000000000000001
4513,,,negative,-0.2,0.3
4514,,,neutral,0.0,0.0
4515,,,positive,0.14166666666666666,0.75
4516,,,positive,0.21666666666666667,0.41111111111111115
4517,,,positive,0.08285714285714285,0.456904761904762
4518,,,positive,0.35333333333333333,0.66
4519,,,neutral,0.0,0.0
4520,,,neutral,0.0,0.0
4521,,,neutral,0.0,0.0
4522,,,positive,0.27678571428571425,0.5601190476190476
4523,,,positive,0.27678571428571425,0.5601190476190476
4524,,,positive,0.13636363636363635,0.45454545454545453
4525,,,positive,0.1,0.4
4526,,,positive,0.35555555555555557,0.46666666666666673
4527,,,negative,-0.05,0.30000000000000004
4528,,,positive,0.16666666666666666,0.20833333333333334
4529,,,positive,0.16607142857142856,0.4169642857142857
4530,,,positive,0.13999999999999999,0.13999999999999999
4531,,,positive,0.1,0.4
4532,,,neutral,0.0,0.0
4533,,,positive,0.13636363636363635,0.45454545454545453
4534,,,neutral,0.0,0.0
4535,,,negative,-0.05,0.30000000000000004
4536,,,neutral,0.0,0.0
4537,,,positive,0.08409090909090909,0.20625
4538,,,neutral,0.0,0.0
4539,,,neutral,0.0,0.0
4540,,,neutral,0.0,0.0
4541,,,neutral,0.0,0.5
4542,,,positive,0.25625,0.225
4543,,,negative,-0.021875000000000006,0.3608333333333333
4544,,,positive,0.18333333333333335,0.55
4545,,,positive,0.3,0.45
4546,,,positive,0.1527777777777778,0.43333333333333335
4547,,,positive,0.25,0.5
4548,,,positive,0.27878787878787875,0.4515151515151515
4549,,,positive,0.25,0.3333333333333333
4550,,,positive,0.25,0.3333333333333333
4551,,,neutral,0.0,0.0
4552,,,positive,0.18333333333333335,0.75
4553,,,negative,-0.2380952380952381,0.7785714285714286
4554,,,positive,0.8,0.75
4555,,,positive,0.09,0.5216666666666667
4556,,,positive,0.4583333333333333,0.6
4557,,,neutral,0.0,0.0
4558,,,positive,0.20238095238095236,0.3642857142857143
4559,,,positive,0.06818181818181818,0.2772727272727273
4560,,,negative,-0.07692307692307693,0.4205128205128205
4561,,,positive,0.375,0.875
4562,,,positive,0.16666666666666666,0.3333333333333333
4563,,,neutral,0.0,0.0
4564,,,positive,0.05555555555555556,0.5000000000000001
4565,,,neutral,0.0,0.1
4566,,,positive,0.03333333333333333,0.16666666666666666
4567,,,positive,0.8,0.75
4568,,,neutral,0.0,0.0
4569,,,positive,0.09727272727272726,0.18666666666666668
4570,,,positive,0.1,0.34
4571,,,neutral,0.0,0.0
4572,,,positive,0.4666666666666666,0.6666666666666666
4573,,,positive,0.2,0.2
4574,,,neutral,0.0,0.0
4575,,,positive,0.30000000000000004,0.6333333333333333
4576,,,positive,0.37601010101010096,0.5515151515151515
4577,,,positive,0.5,0.5
4578,,,positive,0.175,0.65
4579,,,neutral,0.0,0.4
4580,,,negative,-0.14285714285714285,0.4357142857142857
4581,,,negative,-0.2,0.35
4582,,,neutral,0.0,0.5
4583,,,positive,0.18888888888888886,0.5577777777777777
4584,,,negative,-0.2580952380952381,0.5485714285714286
4585,,,positive,0.125,0.16666666666666666
4586,,,negative,-0.08181818181818185,0.42727272727272725
4587,,,positive,0.10000000000000002,0.4611111111111112
4588,,,positive,0.21428571428571427,0.42857142857142855
4589,,,negative,-0.25,0.4
4590,,,positive,0.43333333333333335,0.6000000000000001
4591,,,positive,0.09375,0.26875
4592,,,neutral,0.0,0.0
4593,,,negative,-0.1125,0.375
4594,,,neutral,0.0,0.5
4595,,,neutral,0.0,0.0
4596,,,neutral,0.0,0.0
4597,,,positive,0.25,0.3333333333333333
4598,,,neutral,0.0,0.0
4599,,,positive,0.46875,0.575
4600,,,neutral,0.0,0.0
4601,,,positive,0.5555555555555556,0.65
4602,,,positive,0.5,0.5
4603,,,neutral,0.0,0.0
4604,,,positive,0.48333333333333334,0.8
4605,,,neutral,0.0,0.125
4606,,,positive,0.18333333333333335,0.35000000000000003
4607,,,positive,0.4666666666666666,0.6333333333333333
4608,,,negative,-0.2,0.3
4609,,,positive,0.2,0.3
